i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural
1941,2000,Central,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1.609437912,0
1942,2000,Central,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,0
1943,2000,Central,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1.386294361,0
1944,2000,Central,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1.386294361,0
1945,2000,Central,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
1946,2000,Central,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806,0
1947,2000,Central,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1.609437912,0
1948,2000,Central,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1.609437912,0
1949,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1950,2000,Central,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1.609437912,0
1951,2000,Central,1,0,1,1,1,1,1,0,1,0,1,1,0,0,2.197224577,0
1952,2000,Central,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1.386294361,0
1953,2000,Central,0,1,2,0,1,1,1,0,1,3,1,1,0,0,2.48490665,0
1954,2000,Central,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1.609437912,0
1955,2000,Central,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1.791759469,0
1956,2000,Central,0,3,1,2,0,0,0,0,1,1,1,1,0,1,2.397895273,0
1957,2000,Central,0,0,2,0,2,0,1,0,1,0,1,1,0,0,2.079441542,0
1958,2000,Central,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289,0
1959,2000,Central,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1.945910149,0
1960,2000,Central,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1961,2000,Central,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1.386294361,0
1962,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
1963,2000,Central,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.098612289,0
1964,2000,Central,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1.386294361,0
1965,2000,Central,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1.609437912,0
1966,2000,Central,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1.609437912,0
1967,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
1968,2000,Central,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.386294361,0
1969,2000,Central,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1.386294361,0
1970,2000,Central,0,0,2,0,0,0,1,1,3,1,0,1,1,1,2.397895273,0
1971,2000,Central,0,0,0,1,1,0,1,2,0,1,0,0,1,1,2.079441542,0
1972,2000,Central,1,0,0,0,1,0,0,1,0,0,0,0,1,2,1.791759469,1
1973,2000,Central,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1
1974,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
1975,2000,Central,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1.386294361,1
1976,2000,Central,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
1977,2000,Central,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.098612289,1
1978,2000,Central,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1.386294361,1
1979,2000,Central,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1.609437912,1
1980,2000,Central,0,0,2,0,0,2,1,0,0,0,1,1,0,0,1.945910149,1
1981,2000,Central,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1
1982,2000,Central,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1.098612289,1
1983,2000,Central,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1.386294361,1
1984,2000,Central,0,0,0,2,0,1,1,1,1,1,1,1,0,0,2.197224577,1
1985,2000,Central,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806,1
1986,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1987,2000,Central,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
1988,2000,Central,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1.386294361,1
1989,2000,Central,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1.609437912,1
1990,2000,Central,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471806,1
1991,2000,Central,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1.386294361,1
1992,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1993,2000,Central,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
1994,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
1995,2000,Central,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1.609437912,1
1996,2000,Central,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1.386294361,1
1997,2000,Central,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1.386294361,1
1998,2000,Central,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1.791759469,1
1999,2000,Central,0,1,1,2,0,0,0,0,1,1,0,0,0,0,1.791759469,1
2000,2000,Central,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1.609437912,1
2001,2000,Central,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1.609437912,1
2002,2000,Central,1,1,1,1,1,0,2,1,1,0,1,1,0,0,2.397895273,1
2003,2000,Central,0,0,1,0,3,0,0,1,0,0,1,1,0,0,1.945910149,1
2004,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
2005,2000,Central,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1.609437912,1
2006,2000,Central,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
2007,2000,Central,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1
2008,2000,Central,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1.791759469,1
2009,2000,Central,1,1,1,0,2,1,1,0,0,0,0,1,1,0,2.197224577,1
2010,2000,Central,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1.791759469,1
2011,2000,Central,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.098612289,1
2012,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2013,2000,Central,1,1,0,2,1,0,0,1,0,0,0,1,1,0,2.079441542,1
2014,2000,Central,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1.791759469,1
2015,2000,Central,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1.386294361,1
2016,2000,Central,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1.609437912,1
2017,2000,Central,0,2,0,0,0,3,1,0,0,0,1,1,0,0,2.079441542,1
2018,2000,Central,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,1
2019,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
2020,2000,Central,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1.386294361,1
2021,2000,Central,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361,1
2022,2000,Central,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,1
2023,2000,Central,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
2024,2000,Central,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.386294361,1
2025,2000,Central,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1.386294361,1
2026,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
2027,2000,Central,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1.609437912,1
2028,2000,Central,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,1
2029,2000,Central,1,0,0,1,2,0,2,0,0,0,1,1,0,0,2.079441542,1
2030,2000,Central,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
2031,2000,Central,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1.386294361,1
2032,2000,Central,2,0,1,2,1,0,0,0,1,0,0,1,0,0,2.079441542,1
2033,2000,Central,1,0,0,2,0,1,0,0,0,1,1,0,0,0,1.791759469,1
2034,2000,Central,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1.386294361,1
2035,2000,Central,0,0,3,0,0,1,1,1,0,0,1,1,0,0,2.079441542,1
2036,2000,Central,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1.386294361,1
2037,2000,Central,0,0,0,0,0,1,1,1,2,0,0,0,1,1,1.945910149,1
2038,2000,Central,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1.609437912,1
2039,2000,Central,0,3,0,1,0,0,0,0,1,1,0,0,0,0,1.791759469,1
2040,2000,Central,0,0,1,1,0,2,0,0,0,0,1,1,0,0,1.791759469,1
2041,2000,Central,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1.791759469,1
2042,2000,Central,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1.386294361,1
2043,2000,Central,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1.386294361,1
2044,2000,Central,1,0,1,1,1,2,0,1,0,0,0,1,0,0,2.079441542,1
2045,2000,Central,0,0,1,1,0,1,1,0,0,2,0,0,0,1,1.945910149,1
2046,2000,Central,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806,1
2047,2000,Central,2,0,1,2,0,2,0,1,0,0,1,1,0,0,2.302585093,1
2048,2000,Central,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1.386294361,1
2049,2000,Central,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1.791759469,1
2050,2000,Central,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1.386294361,1
2051,2000,Central,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1.386294361,1
2052,2000,Central,0,0,0,1,1,0,2,0,2,0,0,1,1,0,2.079441542,1
2053,2000,Central,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1.609437912,0
2054,2000,Central,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1.098612289,0
2055,2000,Central,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1.609437912,0
2056,2000,Central,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1.386294361,0
2057,2000,Central,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
2058,2000,Central,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1.609437912,0
2059,2000,Central,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
2060,2000,Central,0,0,1,0,2,0,0,0,0,1,1,0,0,0,1.609437912,0
2061,2000,Central,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806,0
2062,2000,Central,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1.609437912,0
2063,2000,Central,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289,0
2064,2000,Central,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1.386294361,1
2065,2000,Central,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1.386294361,1
2066,2000,Central,0,0,1,0,0,0,0,0,2,0,0,0,1,1,1.609437912,1
2067,2000,Central,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1.609437912,1
2068,2000,Central,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1.609437912,1
2069,2000,Central,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
2070,2000,Central,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,1
2071,2000,Central,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1
2072,2000,Central,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1
2073,2000,Central,0,0,0,1,0,1,1,4,0,0,0,0,1,1,2.197224577,1
2074,2000,Central,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1
2075,2000,Central,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1.386294361,1
2076,2000,Central,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1.386294361,1
2077,2000,Central,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1.386294361,1
2078,2000,Central,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1.609437912,1
2079,2000,Central,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1.609437912,1
2080,2000,Central,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1.791759469,1
2081,2000,Central,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912,1
2082,2000,Central,0,0,0,0,1,0,0,2,0,0,1,1,0,0,1.609437912,1
2083,2000,Central,0,0,0,1,2,0,2,0,0,0,1,1,0,0,1.945910149,1
2084,2000,Central,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912,1
2085,2000,Central,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.098612289,1
2086,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2087,2000,Central,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
2088,2000,Central,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806,1
2089,2000,Central,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2090,2000,Central,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361,1
2091,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2092,2000,Central,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6931471806,1
2093,2000,Central,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,1
2094,2000,Central,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.386294361,1
2095,2000,Central,0,0,2,0,1,0,2,0,0,1,1,1,0,0,2.079441542,1
2096,2000,Central,0,2,0,3,0,0,0,0,0,1,1,0,1,0,2.079441542,1
2097,2000,Central,2,0,2,0,2,0,0,0,1,1,1,0,0,1,2.302585093,1
2098,2000,Central,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1.386294361,1
2099,2000,Central,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1.386294361,1
2100,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2101,2000,Central,0,0,2,0,0,0,1,1,1,0,0,1,0,0,1.791759469,1
2102,2000,Central,1,0,0,0,0,1,3,2,1,1,1,1,0,0,2.397895273,1
2103,2000,Central,0,2,1,1,0,0,0,0,0,1,1,0,0,0,1.791759469,1
2104,2000,Central,1,0,1,1,1,0,1,0,2,1,1,0,0,0,2.197224577,1
2105,2000,Central,0,1,0,1,1,0,1,0,2,1,0,0,0,0,1.945910149,1
2106,2000,Central,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1.791759469,1
2107,2000,Central,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1.386294361,1
2108,2000,Central,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
2109,2000,Central,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1.945910149,1
2110,2000,Central,0,0,0,1,1,0,2,0,1,0,0,1,0,0,1.791759469,1
2111,2000,Central,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.098612289,1
2112,2000,Central,0,0,0,0,2,1,0,1,0,0,1,1,0,0,1.791759469,1
2113,2000,Central,0,0,1,1,1,0,0,0,1,1,0,1,1,1,2.079441542,1
2114,2000,Central,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1.386294361,1
2115,2000,Central,1,0,1,1,1,1,0,1,0,0,0,1,1,0,2.079441542,1
2116,2000,Central,0,0,1,0,1,2,1,0,2,0,0,1,0,1,2.197224577,1
2117,2000,Central,0,2,0,1,0,0,0,1,1,1,0,1,1,0,2.079441542,1
2118,2000,Central,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1.791759469,1
2119,2000,Central,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1.609437912,1
2120,2000,Central,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1.945910149,1
2121,2000,Central,0,3,2,0,3,0,1,0,0,0,1,1,0,0,2.397895273,1
2122,2000,Central,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1.609437912,1
2123,2000,Central,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1.386294361,1
2124,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2125,2000,Central,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361,1
2126,2000,Central,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1.609437912,1
2127,2000,Central,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1
2128,2000,Central,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.098612289,1
2129,2000,Central,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,1
2130,2000,Central,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1.609437912,1
2131,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
2132,2000,Central,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.098612289,1
2133,2000,Central,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1
2134,2000,Central,1,0,1,2,1,1,0,1,0,0,0,1,1,0,2.197224577,1
2135,2000,Central,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1.609437912,1
2136,2000,Central,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1
2137,2000,Central,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.098612289,1
2138,2000,Central,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1.386294361,1
2139,2000,Central,0,1,2,0,0,2,0,2,0,0,1,1,0,0,2.197224577,1
2140,2000,Central,0,2,0,0,0,0,0,1,1,1,0,0,1,1,1.945910149,1
2141,2000,Central,0,0,0,0,0,0,2,1,0,0,0,2,1,0,1.791759469,1
2142,2000,Central,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1.386294361,1
2143,2000,Central,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1.945910149,1
2144,2000,Central,0,0,0,1,1,0,0,2,0,0,0,1,1,0,1.791759469,1
2145,2000,Central,2,0,0,1,2,1,0,0,0,0,1,1,0,0,2.079441542,1
2146,2000,Central,0,0,0,1,0,2,0,1,0,0,1,1,0,0,1.791759469,1
2147,2000,Central,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1.386294361,1
2148,2000,Central,2,0,1,1,1,1,1,1,0,0,0,1,1,0,2.302585093,1
2149,2000,Central,0,0,1,1,1,1,1,1,0,1,0,1,1,0,2.197224577,1
2150,2000,Central,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1.609437912,1
2151,2000,Central,0,0,1,1,0,2,0,0,0,0,1,1,0,0,1.791759469,1
2152,2000,Central,0,0,0,1,3,0,0,0,0,0,0,1,1,0,1.791759469,1
2153,2000,Central,0,0,1,0,1,0,1,2,1,0,1,0,0,0,1.945910149,1
2154,2000,Central,0,1,1,1,2,0,1,0,0,0,1,1,0,0,2.079441542,1
2155,2000,Central,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1.609437912,1
2156,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
2157,2000,Central,1,1,0,2,0,0,0,0,0,1,1,0,0,0,1.791759469,1
2158,2000,Central,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289,1
2159,2000,Central,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
2160,2000,Central,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361,1
2161,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
2162,2000,Central,0,0,0,0,0,0,2,1,0,2,0,0,1,1,1.945910149,1
2163,2000,Central,0,0,0,0,1,2,0,0,0,0,1,1,0,0,1.609437912,1
2164,2000,Central,1,0,0,2,0,0,1,0,1,1,0,0,0,1,1.945910149,1
2165,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,1
2166,2000,Central,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1.609437912,1
2167,2000,Central,1,0,2,1,1,2,0,0,0,0,1,1,0,0,2.197224577,1
2168,2000,Central,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1.386294361,1
2169,2000,Central,0,2,1,2,2,1,1,0,1,1,0,1,0,0,2.48490665,1
2170,2000,Central,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1.386294361,1
2171,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,1
2172,2000,Central,0,0,1,1,1,1,0,2,1,0,0,1,1,0,2.197224577,1
2173,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6931471806,1
2174,2000,Central,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
2175,2000,Central,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1.098612289,1
2176,2000,Central,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289,1
2177,2000,Central,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1.945910149,1
2178,2000,Central,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1.098612289,1
2179,2000,Central,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.098612289,1
2180,2000,Central,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1.609437912,1
2181,2000,Central,0,0,0,0,0,0,1,1,4,2,0,0,1,0,2.197224577,1
2182,2000,Central,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1.609437912,1
2183,2000,Central,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1.609437912,1
2184,2000,Central,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1.386294361,1
2185,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
2186,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
2187,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
2188,2000,Central,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361,1
2189,2000,Central,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,1
2190,2000,Central,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289,1
2191,2000,Central,0,0,0,0,1,0,2,0,1,0,0,1,1,0,1.791759469,1
2192,2000,Central,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1.386294361,1
2193,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
2194,2000,Central,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1.609437912,1
2195,2000,Central,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.386294361,1
2196,2000,Central,1,0,0,0,1,1,2,1,0,0,1,1,0,0,2.079441542,1
2197,2000,Central,1,0,1,0,2,0,1,0,0,0,0,1,1,0,1.945910149,1
2198,2000,Central,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1.386294361,1
2199,2000,Central,0,1,0,2,0,0,0,2,0,2,0,0,1,1,2.197224577,1
2200,2000,Central,0,1,2,0,1,0,0,1,0,0,1,1,0,0,1.945910149,1
2201,2000,Central,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1.791759469,1
2202,2000,Central,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1.609437912,1
2203,2000,Central,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1.791759469,1
2204,2000,Central,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361,1
2205,2000,Central,0,1,1,0,0,2,1,1,1,0,0,1,0,0,2.079441542,1
2206,2000,Central,0,0,0,0,0,0,1,1,1,2,0,0,1,1,1.945910149,1
2207,2000,Central,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
2208,2000,Central,1,0,1,2,0,0,0,0,0,0,1,1,0,0,1.791759469,1
2209,2000,Central,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
2210,2000,Central,0,0,1,1,2,0,0,0,0,0,1,1,0,0,1.791759469,1
2211,2000,Central,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1.609437912,1
2212,2000,Central,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1.609437912,1
2213,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2214,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2215,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2216,2000,Central,2,0,0,0,0,2,0,0,0,1,1,0,0,0,1.791759469,1
2217,2000,Central,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.098612289,1
2218,2000,Central,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1.791759469,1
2219,2000,Central,0,0,0,0,0,1,1,1,2,0,0,1,1,0,1.945910149,1
2220,2000,Central,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.098612289,1
2221,2000,Central,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1.386294361,1
2222,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2223,2000,Central,0,0,0,0,1,0,0,0,2,0,1,1,0,0,1.609437912,1
2224,2000,Central,0,0,0,1,0,2,0,0,0,0,0,1,1,0,1.609437912,1
2225,2000,Central,1,3,1,2,1,0,2,0,0,3,0,0,1,1,2.708050201,1
2226,2000,Central,0,0,2,0,2,0,0,0,0,1,1,0,0,0,1.791759469,1
2227,2000,Central,0,0,1,1,1,1,3,0,0,1,0,1,1,0,2.302585093,1
2228,2000,Central,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1.609437912,1
2229,2000,Central,2,0,2,1,0,2,1,1,0,0,1,1,0,0,2.397895273,1
2230,2000,Central,0,0,0,0,0,1,2,1,0,0,0,1,1,0,1.791759469,1
2231,2000,Central,0,2,0,0,0,3,1,2,0,0,1,1,0,0,2.302585093,1
2232,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
2233,2000,Central,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1.791759469,1
2234,2000,Central,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,1
2235,2000,Central,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
2236,2000,Central,0,0,1,0,1,1,2,1,0,0,1,1,0,0,2.079441542,1
2237,2000,Central,2,0,0,2,1,0,0,1,1,0,0,0,0,1,2.079441542,1
2238,2000,Central,1,0,0,2,1,0,1,1,0,0,0,1,1,0,2.079441542,1
2239,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1.098612289,0
2240,2000,Suroriente,1,0,0,1,0,2,0,0,0,0,1,1,0,0,1.791759469,0
2241,2000,Suroriente,1,0,1,0,2,0,0,0,0,1,1,0,0,0,1.791759469,0
2242,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
2243,2000,Suroriente,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0
2244,2000,Suroriente,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361,0
2245,2000,Suroriente,1,0,1,1,1,2,0,0,0,0,1,1,0,0,2.079441542,0
2246,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2247,2000,Suroriente,1,0,0,0,0,0,0,0,3,3,0,1,0,0,2.079441542,0
2248,2000,Suroriente,0,0,0,0,0,0,1,2,1,1,0,0,1,1,1.945910149,0
